X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,Y
9,8,20,1220,2,623,3245,109,15,3,588,273,4,62,1637,206,4,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2792,35,136,698,69,559,26,3,1922,2,2376,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1636,3471,426,66,31,1086,3,14,11,27,61,2171,2747,12,331,2,5794,4,306,355,28,55,134,14,10,458,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2532,2,212,1,3662,5,19,273,326,2,7,162,12,132,6,232,12,3,51,11481,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1100,912,31,321,1,319,497,65,31,4027,832,1,128,4,863,9,3,1433,1283,2,2576,4,1271,45,912,31,321,7,8218,11,55,951,5,673,2,55,3011,2,55,680,43,4,55,1488,5432,2215,0,0,0,0,0,0,0,0,0,0,1
46,31,6,22,3,168,13045,6,80,1533,124,28,136,732,6,573,24,3,1780,155,124,81,21,130,125,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1063,290,364,23,2246,76,4066,2,13,9,60,596,76,179,2,4,456,919,9,3,369,2667,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,3459,3741,5036,2,2210,8,4986,31,3,909,1324,10,19,4646,6,2929,19,7833,64,15,1935,2,643,4,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1896,4,1,3797,7,2512,2558,8,4425,4400,6,1,5273,2505,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,5,1,155,8,87,122,2,1687,20,649,632,165,26,7994,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,422,1355,35,7886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2837,3,4631,18218,558,1560,15,3,12773,9763,680,5,3139,4,15076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,593,428,669,1047,10,1,258,1458,174,183,870,1,17160,24,45,7,612,3,3977,90,5,490,18,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,54,2221,14,58,291,136,385,3721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,8,105,6,22,1103,16,3,1289,1201,14,11,80,7308,6,692,452,3,13805,178,5,402,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,18,210,43,7,183,20,6946,6088,3,11752,5,2575,4,3563,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
293,6,10107,45,168,1778,61,9,4809,1,214,4,10,62,561,57,14486,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,648,17,27,20,3956,1841,451,84,22,20,15445,2,4,8367,7,1,325,1030,48,6626,6,9849,17,10834,1383,4,63,16937,18203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3354,257,9,11,3091,68,105,11,83,9,221,5962,47,33,1890,2,365,40,21,130,10,1,635,16,105,32,2861,34,1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
359,935,4,303,2,17,204,58,2192,1,1017,156,866,10601,1648,4,72,3341,1230,6,220,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,37,3,100,3000,1419,4,456,25,57,3,1030,5,1,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,1801,79,188,113,3,131,170,17,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,7,3,148,273,145,2,4,9,7,3106,15,563,4,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1367,10056,4,5382,5579,73,16,27,6649,149,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2937,833,3,14,5,1002,3280,2464,717,57,12,65,1102,3,43,12,2292,12,94,10,1,179,12550,6662,6501,5,655,24,414,6997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
630,1911,2,13,17811,10835,10,1,311,507,1950,73,1,14,8,1707,435,4,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,303,13,119,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,338,5,3,925,4,3,1481,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3755,1193,2,2001,222,19,1228,407,35,1,3338,1219,5,126,108,1170,6,397,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,3556,175,5235,1112,2,13,9,8,36,6688,10,1,185,9,8,12,285,12,17342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,7,27,5,307,2538,8,9158,244,2,13,144,27,5,38,54,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,667,1601,14,30,110,11835,6816,4,62,608,4,9673,126,75,2340,10,3,329,210,280,31,16359,1,424,4,8057,5,1,1028,4,1,10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,140,79,255,1,3813,2,1,7535,5,1,1057,8,2154,10,1,3690,5,13660,17962,31,1,1318,16976,467,5,3,3037,170,2,99,1,4979,5,8023,2790,1,14,3,1797,8418,5,657,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,1181,289,7,28,203,20,5662,673,5372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,899,8377,2,66,779,1287,4971,1178,1,64,6,3192,72,146,135,11534,6,3,333,4572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5477,713,106,6,14131,1,3345,52,1,8815,2,4,222,178,14189,47,5,1,2653,5,3,16691,4024,42,1,874,2727,5,3,14723,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,1,43,53,253,271,3809,33,225,2,9,8,3647,194,6,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,345,4,71,2,4562,267,1164,2,1684,176,5,3,2023,10,1536,5,20,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3162,19,5942,273,326,12,16527,12,4335,8,890,7399,5,1345,617,231,7250,2,13366,2,14414,4,17372,7572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,3410,1120,8,8380,24,38,110,2108,125,9686,8,393,1405,2,393,13196,15297,11996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8791,21,29,10,1,635,16,20,373,5092,2,9,61,533,8828,19,69,52,76,179,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1043,10,338,2,9,8,49,12,644,24,1,127,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,3,51,599,5,10836,3,59,4,329,2,4,5,1149,3,282,138,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
456,241,6,263,9,3,3119,2667,50,41,1094,9,49,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,5,21,48,70,23,453,10,2035,11169,344,144,250,11,1778,61,80,1767,1,753,5,1,214,63,2,17,18,503,21,586,24,139,6415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3985,2953,58,30,3,617,320,928,33,19,6354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,431,1043,18,11,21,188,1152,91,1291,34,20,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,1068,8,1592,7,129,259,9,8,1,1509,11,1546,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,187,184,6,220,20,2334,4497,280,3794,18,317,1201,26,447,1,8590,42,1666,4005,2,13,33,254,339,79,187,525,105,271,1341,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,274,4,25,9466,2294,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,3,703,18,30,612,279,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1056,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,28,4090,4,7350,24,6180,2,13,11,8,454,444,3983,2,518,53,9,1811,1,1802,5,1,18,8,5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,107,455,2,17,1092,647,1823,6,779,4985,2789,8,1160,2536,4941,24,36,12756,16038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2774,2,247,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,1,465,86,22,3,277,2211,2,1,273,326,7,39,282,11,21,364,23,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3419,204,2,354,952,4,57,20,358,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1008,2,6994,2,1602,71,4,2697,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,3,7298,3011,309,13,105,163,32,943,4,3355,4,2,9979,2,32,8902,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,10,3,117,494,5,3051,1380,280,101,2,17,27,7,25,177,45,9,97,37,74,12,3,14,2,13,1,43,4,1242,73,50,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,572,68,1080,11,3173,31,413,27,5,233,87,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14,2620,955,150,4,3961,2950,2,3796,206,5,2294,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
408,389,4,6325,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12201,4,2491,3,3926,568,16,877,7,23,3,100,112,10,443,3394,481,838,9,10,414,4,655,13,3394,8,13309,6687,83,9,253,392,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,66,8,704,2,1,14,7,25,67,3,92,1568,6,1,101,13,9,144,7,32,908,20,1392,5,1,151,5,3495,2,36,5503,18,300,9,15821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
664,24,1,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8611,15,1,151,5,558,4957,4,1560,11,84,22,1542,10,192,516,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,79,267,288,9544,3235,30,4050,4692,2,79,144,288,101,28,5415,14930,8,1693,55,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14,500,475,1,604,8,1806,15,421,940,4,3,1452,138,48,267,3141,1826,2,13,9,205,3520,15,19,274,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,127,578,36,248,18,12,10557,759,12,1,400,7,3,4353,4610,2,4,20,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
406,20,194,482,2,212,118,3231,2,421,230,13,105,173,6,22,995,3,154,5,148,753,2,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,3786,61,139,3637,4,12297,1,12618,11,38,332,4,38,138,4560,7,3,12136,5616,5,12484,4,333,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,18,1606,16,208,209,50,6,1,627,473,2,4,218,9,12650,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,5,1,54,194,875,101,10,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10212,21,52,3,496,11,7,2,32,162,218,25,2,547,4,487,2,4,218,2,135,9962,9,42,2553,19,8677,2,4290,11,496,52,3,1988,4,5278,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,21,484,40,3,16101,760,13679,5653,161,3,1484,10,3,1477,61,95,70,21,3576,33,1,354,5,20,4407,9619,10279,3,803,266,5,3,172,8,1461,95,40,21,12050,872,2,26,36,1083,371,1,100,730,0,0,0,0,0,0,0,1
1,14,7,1407,6,954,19,64,2,1171,4,369,2,12,14074,217,3952,2,25,6447,2,4,6,2313,15528,1,3545,5,1,2474,7133,156,217,18700,4,20,7139,1413,15,152,9775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9091,198,45,91,612,3,282,2,1127,43,4,2213,9,161,1,2132,5,1,3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,17082,3082,33,1,281,4,1,7966,5,264,126,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18309,7438,13,6494,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4813,4490,645,259,334,12282,6,3,635,11,8,4494,104,1,410,2086,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,50,17556,1,1402,808,201,2,99,4445,3,25,534,6729,5774,24,756,8,1004,610,8202,5,8855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2502,1,4372,917,15,3,2010,11,7,20,3388,1660,10,656,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
811,9687,4679,60,2367,1,837,4,92,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14,8,87,1378,7,1,69,11,9,2877,4285,12,3,151,5,538,1903,1827,2,3,5990,7892,11,6297,88,3152,169,9,61,80,22,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,17168,7,1207,4,1185,54,12866,35,2719,2,1,64,1316,15,897,4,3984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,175,8,282,16438,29,6807,15,5556,2419,7980,33,1,2514,18701,5,1,215,6135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,377,701,5,4498,8,43,7,117,24,333,4,96,44,93,338,24,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6846,5568,8,14,7,834,33,3,6180,11,7,421,6,120,5,88,10,483,290,4,14609,421,6,94,516,15,3,149,5,3,1294,4014,229,2,9,7,221,2942,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
794,35,19,5277,14938,5,1,9841,527,1032,5,7010,340,6,18235,10094,10,72,899,15,72,3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17805,4053,4,3859,3181,2,596,762,86,63,22,1,155,8,87,4,54,2867,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,28,20,124,5317,4712,17329,14113,15,457,17,97,22,1,18,5858,12265,298,1061,6,73,2,140,7889,1604,2,149,12,3227,2,84,37,2295,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,3,137,192,455,4,3,644,14,6,664,6,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7195,8815,2,392,4,124,815,33,1,219,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1821,2,1390,190,76,2876,3145,463,103,3,211,5,8496,4,2726,2,4,133,17,2,1496,8,5702,53,23,2978,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,690,341,6281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,464,7,698,3,6129,7,3,1540,13648,10,1,146,8,12608,17,479,1188,14,4065,52,1,802,4,5534,10,9571,11661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,7,105,11,7,39,5145,4,1988,30,12648,6534,8,3572,423,1601,109,2111,3504,3,375,4,9060,68,17034,11,293,6,268,1,726,4,6346,527,5,483,5662,146,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1076,2523,1882,573,10,4109,2,8654,7,3,448,16,332,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16935,13606,2,11654,10693,2,1412,11139,12783,615,1156,17403,12125,598,199,9746,9576,2,2933,11168,6900,15918,13719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
456,25,3,1030,5,1,4992,8632,17405,169,9,1204,1083,14022,2,142,13,148,296,37,3744,474,7,82,2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6728,8095,28,7626,4,1,3014,18048,3531,28,9314,41,1061,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,9,8,2425,467,21,130,189,21,188,220,9,15,1241,2,20,16005,1738,14,15,3,337,6,1351,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,281,308,4,1979,29,688,4,2881,1597,2,4,9752,308,7,302,4,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1084,1940,83,27,1740,2498,5,1,5082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,3,11149,146,280,738,109,11,182,23,1783,2516,19,2147,2,13,9,33,254,4548,658,6,3,411,181,44,117,31,3974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1865,7,23,3328,100,1426,2,13,65,713,106,3,3663,5047,61,2900,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,1697,8,14,53,23,1767,1,998,5,191,949,6363,24,793,1297,434,2,9,953,12,3,435,121,33,3,1447,5,233,1339,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15936,5244,8345,5,1,844,16,17317,2,264,114,3214,16,139,261,4,4030,6419,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
484,47,650,1109,2,8075,7911,13,1223,116,2,4,3318,2,1578,228,11,1910,6,1,1310,5,1,377,379,8,6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2522,6,2112,44,118,417,886,24,19,7290,33,225,2,184,509,639,430,2,298,194,2,4,2868,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3334,194,68,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,20,194,18,2,4,1,334,2,11069,6,1,3555,5,3,6510,3336,2,60,36,13,198,21,6,3150,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3429,31,3,4583,16,882,2,162,13119,1338,48,614,90,10,101,339,4,3497,8013,116,35,684,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,20,1569,370,2,1,14,244,12,63,12,9,53,169,5,1,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
